,company,title,date,salary,workingform,target,position,experience,sex,city
1213,THỰC TẬP SINH,Công ty cổ phần chứng khoán FPT,22/05/2021,Thoả thuận,Thực tập,10 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
1214,Công ty cổ phần Lumi Việt Nam,,22/05/2021,Tới 20 triệu,Toàn thời gian,Không giới hạn,Nhân viên,2 năm,Không yêu cầu,Hà Đông
1215,LẬP TRÌNH VIÊN,Công ty cổ phần safin,14/05/2021,20-45 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1216,UI/UX DESIGNER,Công ty TNHH Đầu tư phát triển và chuyển giao công nghệ Vina,22/05/2021,Trên 10 triệu,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1217,MARKETING,CÔNG TY TNHH JAMALEX,22/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,4 năm,Không yêu cầu,Hồ Chí Minh
1218,RUBY ON RAILS,CÔNG TY TNHH JAMALEX,22/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
1219,GRAPHIC DESIGNER,Công ty TNHH Đầu tư phát triển và chuyển giao công nghệ Vina,22/05/2021,Trên 10 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1220,QUẢN LÝ KINH DOANH,Công ty CP Cyberlotus,22/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Quản lý / Giám sát,2 năm,Không yêu cầu,Hà Nội
1221,KỸ SƯ LẬP TRÌNH,Công ty TNHH Punch Entertainment (Việt Nam),22/05/2021,Tới 30 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Nam,Cầu Giấy
1222,QUẢN TRỊ HỆ THỐNG,Công ty Cổ phần Công nghệ và Giải pháp trực tuyến IDC,31/05/2021,10-15 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
1223,DESIGNER,Công Ty TNHH Thương Mại và Dịch Vụ Synova,22/05/2021,Tới 15 triệu,Remote - Làm việc từ xa,1 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
1224,DEVELOPER,Công ty TNHH Neolab Việt Nam,22/05/2021,Tới 25 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Đà Nẵng
1225,DIGITAL MARKETING,Công Ty Cổ Phần VNETWORK,21/06/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
1226,NHÂN VIÊN MARKETING,Công ty Cổ phần Louisa & Rose,22/05/2021,Thoả thuận,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Đông
1227,NHÂN VIÊN KỸ THUẬT,Công Ty TNHH LPL việt Nam,12/05/2021,Tới 15 triệu,Toàn thời gian,5 người,Nhân viên,1 năm,Nam,Hà Nội
1228,DEVELOPER,Công ty TNHH Pentalog Việt Nam,22/05/2021,18-35 triệu,Toàn thời gian,3 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1229,Công ty TNHH Pentalog Việt Nam,,22/05/2021,30-45 triệu,Toàn thời gian,2 người,Nhân viên,6 năm,Không yêu cầu,Hà Nội
1230,Công ty TNHH Gameloft Vietnam,,22/05/2021,Trên 12 triệu,Toàn thời gian,Không giới hạn,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1231,UI/UX DESIGNER,Capi Creative Design,29/05/2021,4-15 triệu,Toàn thời gian,10 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1232,Công ty Cổ phần Color Man Food,,20/05/2021,Tới 12 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
1233,SOFTWARE ENGINEER,NashTech,20/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,3 năm,Không yêu cầu,Hà Nội
1234,CÔNG TY CP CHỨNG KHOÁN RỒNG VIỆT,,31/05/2021,Tới 30 triệu,Toàn thời gian,2 người,Giám đốc,2 năm,Không yêu cầu,Hồ Chí Minh
1235,COMIT Corporation,,20/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,3 năm,Nam,Hà Nội
1236,TESTER,Ecomobi PTE,20/05/2021,14-18 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1237,PHÂN TÍCH NGHIỆP VỤ,Công ty CP MindBank Group,20/05/2021,12-25 triệu,Toàn thời gian,10 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1238,LẬP TRÌNH VIÊN,Công ty CP MindBank Group,22/05/2021,12-25 triệu,Toàn thời gian,10 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1239,NHÂN VIÊN PHÁT TRIỂN THỊ TRƯỜNG,CỔ PHẦN TƯ VẤN ĐẦU TƯ WISGROUP,20/05/2021,Tới 20 triệu,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1240,NHÂN VIÊN BÁN HÀNG,Công ty TNHH Kỹ nghệ Phúc Anh,30/06/2021,8-13 triệu,Toàn thời gian,5 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
1241,UNITY DEVELOPER,IEC Games,20/05/2021,10-20 triệu,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1242,GAME DESIGNER,IEC Games,20/05/2021,10-20 triệu,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1243,LẬP TRÌNH VIÊN PHP,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ FOOTEC,20/05/2021,Trên 9 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hải Phòng
1244,CÔNG TY TNHH SẢN XUẤT VÀ DỊCH VỤ CMC,,20/05/2021,Trên 13 triệu,Toàn thời gian,1 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội
1245,TESTER,Công ty CP MindBank Group,23/05/2021,12-20 triệu,Toàn thời gian,10 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1246,NHÂN VIÊN IT,Công ty TNHH Mintpot Vina,10/06/2021,Thoả thuận,Thực tập,Không giới hạn,Thực tập sinh,Không yêu cầu,Nam,Hà Nội
1247,LẬP TRÌNH VIÊN,Công ty Cổ phần Dư Kim - Thương hiệu thời trang IVY moda,20/05/2021,Tới 20 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1248,LẬP TRÌNH VIÊN JAVA,Công ty TNHH Hebela Trading toàn cầu,19/07/2021, Tới 20 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1249,TESTER,Công Ty TNHH OKXE Việt Nam,19/06/2021,10-25 triệu,Toàn thời gian,3 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội
1250,IOS DEVELOPER,Công Ty TNHH OKXE Việt Nam,19/06/2021,Tới 50 triệu,Toàn thời gian,2 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội
1251,BACKEND ENGINEER,Flodesk,19/07/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Đà Nẵng
1252,LẬP TRÌNH PHP,CÔNG TY CỔ PHẦN CÔNG NGHỆ GIÁO DỤC NOVA,20/05/2021,15-20 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Nam,Hà Nội
1253,Công ty Cổ phần Color Man Food,,20/05/2021,Tới 13 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
1254,REACTJS,CÔNG TY CỔ PHẦN HELIGATE,18/06/2021,Tới 20 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1255,BUSINESS ANALYST,CÔNG TY TNHH TELE247 GLOBAL,20/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1256,JAVA,CÔNG TY TNHH TELE247 GLOBAL,20/05/2021,Thoả thuận,Toàn thời gian,1 người,Trưởng nhóm,5 năm,Nam,Hà Nội
1257,QUẢN LÝ KINH DOANH,Công ty TNHH Hỗ trợ doanh nghiệp,22/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Quản lý / Giám sát,2 năm,Không yêu cầu,Hà Nội
1258,IT COMTOR,Ekoios Technology,20/05/2021,18-35 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1259,JAVA,Ekoios Technology,20/05/2021,18-30 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1260,Công ty Cổ phần Công nghệ Sao Bắc Đẩu,,26/05/2021,7-10 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1261,BUSINESS ANALYST,Công ty TNHH Tele247 Global,20/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1262,LẬP TRÌNH VIÊN .NET,Công ty TNHH Beetsoft,18/06/2021,Tới 35 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1263,ATALINK TECHNOLOGY JOINT STOCK COMPANY,,20/05/2021,2-2 triệu,Toàn thời gian,5 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
1264,FRONTEND DEVELOPER,Công ty TNHH CMC GLOBAL,20/05/2021,Tới 25 triệu,Toàn thời gian,5 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội
1265,CÔNG TY TNHH SẢN XUẤT VÀ DỊCH VỤ CMC,,20/05/2021,Trên 18 triệu,Toàn thời gian,1 người,Trưởng/Phó phòng,3 năm,Không yêu cầu,Hà Nội
1266,CÔNG TY TNHH JAMALEX,,20/05/2021,Thoả thuận,Toàn thời gian,1 người,Trưởng nhóm,3 năm,Không yêu cầu,Hồ Chí Minh
1267,LẬP TRÌNH VIÊN,Ekoios Technology,20/05/2021,Tới 25 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1268,Công ty cổ phần Viễn thông và Giải pháp công nghệ Việt Nam,,31/05/2021,15-25 triệu,Toàn thời gian,1 người,Trưởng/Phó phòng,2 năm,Nam,Hà Nội
1269,REACT NATIVE,Công ty Cổ Phần UTO technology,20/05/2021,Tới 30 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
1270,WEB DEVELOPER,Công ty Cổ Phần UTO technology,"0/05/2021
",Tới 30 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
1271,Ngân Hàng TMCP Sài Gòn SCB,,20/05/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,3 năm,Không yêu cầu,Hồ Chí Minh
1272,Ngân Hàng TMCP Sài Gòn SCB,,"0/05/2021
",Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
1273,DEVOPS ENGINEER,FPT Software,20/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,3 năm,Không yêu cầu,Hồ Chí Minh
1274,BACKEND ENGINEER,FPT Software,20/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,4 năm,Không yêu cầu,Hà Nội
1275,FRONTEND ENGINEER,FPT Software,20/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,5 năm,Không yêu cầu,Hà Nội
1276,MOBILE ENGINEER,FPT Software,20/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,6 năm,Không yêu cầu,Hà Nội
1277,FPT Software,,20/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,4 năm,Không yêu cầu,Hà Nội
1278,Công ty cổ phần đầu tư thương mại và phát triển công nghệ FSI,,20/05/2021,Trên 25 triệu,Toàn thời gian,Không giới hạn,Trưởng/Phó phòng,2 năm,Không yêu cầu,Hồ Chí Minh
1279,TESTER,Vietnamnet I-com,"9/07/2021
",Thoả thuận,Toàn thời gian,2 người,Nhân viên,2 năm,Nữ,Hà Nội
1280,Công ty cổ phần đầu tư thương mại và phát triển công nghệ FSI,,20/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,3 năm,Nam,Hồ Chí Minh
1281,Công ty cổ phần đầu tư thương mại và phát triển công nghệ FSI,,20/05/2021,Trên 8 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
1282,BUSINESS ANALYST,Công ty TNHH Alpaca Việt Nam,16/06/2021,Tới 36 triệu,Toàn thời gian,2 người,Trưởng nhóm,1 năm,Không yêu cầu,Hà Nội
1283,NHÂN SỰ,Công ty CP Hệ Thống Thông Tin FPT,18/06/2021,10-15 triệu,Toàn thời gian,10 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
1284,DEVELOPER,CÔNG TY TNHH MTV THƯƠNG MẠI ĐIỆN TỬ BƯU CHÍNH VIETTEL,13/06/2021,20-35 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Nam,Hà Nội
1285,LẬP TRÌNH VIÊN REACT NATIVE,Công ty TNHH 1 thành viên công nghệ và truyền thông 3i,20/05/2021,Tới 17 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1286,TESTER,Công ty TNHH 1 thành viên công nghệ và truyền thông 3i,20/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
1287,THỰC TẬP SINH,Công ty TNHH 1 thành viên công nghệ và truyền thông 3i,20/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
1288,PHP,Công ty TNHH 1 thành viên công nghệ và truyền thông 3i,20/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1289,ATALINK TECHNOLOGY JOINT STOCK COMPANY,,"7/06/2021
",Trên 10 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
1290,CHUYÊN VIÊN MARKETING,Công ty cổ phần đầu tư kinh doanh nhà DKRV,15/06/2021,8-12 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
1291,GRAPHIC DESIGNER,ERS E-COMMERCE,15/05/2021,7-10 triệu,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Đà Nẵng
1292,SYSTEM ADMIN,Công ty TNHH Đầu tư và Phát triển Công nghệ Tương Lai (NEXTTECH GROUP),20/05/2021,Tới 25 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1293,VIDEO EDITOR,Công ty Cổ phần Công nghệ Getfly Việt Nam,31/05/2021,Trên 8 triệu,Toàn thời gian,1 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
1294,DEVELOPER,Công Ty TNHH Phần Mềm Hoàn Cầu,12/06/2021,10-20 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
1295,FRONTEND DEVELOPER,Công ty cổ phần Ekoios,19/07/2021,Thoả thuận,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1296,HÀNH CHÍNH NHÂN SỰ,Công ty Cổ phần Công nghệ HiveTech,20/05/2021,8-15 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1297,LẬP TRÌNH VIÊN JAVA,Công ty Cổ Phần Rikkeisoft,19/06/2021,Tới 30 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1298,MARKETING,Công ty cổ phần Ekoios,19/07/2021,15-35 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1299,CHI NHÁNH CÔNG TY CỔ PHẦN PHÁT TRIỂN PHẦN MỀM ASIA,,20/06/2021,Tới 14 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Nam,Hồ Chí Minh
1300,LẬP TRÌNH VIÊN,CHI NHÁNH CÔNG TY CỔ PHẦN PHÁT TRIỂN PHẦN MỀM ASIA,20/05/2021,7-10 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Nam,Hồ Chí Minh
1301,NHÂN VIÊN KINH DOANH,CÔNG TY TNHH SẢN XUẤT VÀ DỊCH VỤ CMC,20/05/2021,Trên 15 triệu,Toàn thời gian,4 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội
1302,TESTER,BSS Group,19/06/2021,"7-11 triệu
",Toàn thời gian,3 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
1303,LẬP TRÌNH VIÊN,Công ty Cổ phần viễn thông New-Telecom,20/05/2021,10-20 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Nam,Hà Nội
1304,QUALITY ASSURANCE,Công ty Cổ Phần Rikkeisoft,30/06/2021,Tới 25 triệu,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1305,TNHH Cosmo Medical Technology,,20/05/2021,12-18 triệu,Toàn thời gian,Không giới hạn,Nhân viên,3 năm,Không yêu cầu,Đà Nẵng
1306,DEVELOPER,TNHH Cosmo Medical Technology,20/05/2021,7-9 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Đà Nẵng
1307,LẬP TRÌNH VIÊN JAVA,Công ty Cổ phần Tin học Bình Minh (Bitsco),20/05/2021,Tới 35 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1308,NHÂN VIÊN KINH DOANH,Công ty Cổ phần Tin học Bình Minh (Bitsco),20/05/2021,Tới 15 triệu,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1309,PHÂN TÍCH NGHIỆP VỤ,Công ty Cổ phần Tin học Bình Minh (Bitsco),20/05/2021,Tới 25 triệu,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1310,THIẾT KẾ ĐỒ HOẠ,Công ty CP phần mềm Châu Á Thái Bình Dương,18/06/2021,16-20 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1311,Công Ty Cổ Phần Thời Trang Sen Vàng,,20/05/2021,8-15 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Nam,Hà Nội
1312,BACKEND DEVELOPER,Công Ty Cổ phần Đầu Tư Medlink,20/05/2021,Tới 2 triệu,Toàn thời gian,6 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
1313,FRONTEND DEVELOPER,Công Ty Cổ phần Đầu Tư Medlink,20/05/2021,Tới 2 triệu,Toàn thời gian,6 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
1314,DESIGNER,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ THƯƠNG HIỆU HDC VIỆT NAM (S’PENCIL BRADING),20/05/2021,8-10 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1315,Công ty TNHH VACS Việt Nam,,19/07/2021,"Thoả thuận
",Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hải Châu
1316,DIGITAL MARKETING,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ THƯƠNG HIỆU HDC VIỆT NAM (S’PENCIL BRADING),20/05/2021,8-12 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1317,SEO,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ THƯƠNG HIỆU HDC VIỆT NAM (S’PENCIL BRADING),20/05/2021,8-10 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1318,TESTER,Công Ty Cổ Phần Truyền Thông GAPIT,20/05/2021,9-12 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1319,LẬP TRÌNH VIÊN,Công ty khởi nghiệp công nghệ Nội Dung Số,19/06/2021,15-20 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Nam,Hà Nội
1320,GAME DESIGNER,Công ty Cổ phần VNG,20/05/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
1321,Công ty Cổ phần Truyền thông VMG,,31/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1322,THỰC TẬP SINH,Công ty CP Hệ Thống Thông Tin FPT,20/05/2021,Thoả thuận,Thực tập,5 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
1323,Công Ty Cp Hạ Tầng Viễn Thông CMC,,30/05/2021,Tới 15 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Nam,Hà Nội
1324,TESTER,Công ty TNHH Faboshop,16/05/2021,15-20 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Tân Bình
1325,NHÂN VIÊN IT,Công ty Cổ phần Công nghệ Phúc Bình,19/05/2021,8-15 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Nam,Hà Nội
1326,NHÂN VIÊN KINH DOANH,Công ty cổ phần Giải pháp Onplan Toàn cầu,19/05/2021,15-30 triệu,Toàn thời gian,5 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1327,LẬP TRÌNH VIÊN .NET,Công ty CP Đại lý vận tải Safi,31/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
1328,TỔNG CÔNG TY CỔ PHẦN BẢO HIỂM HÀNG KHÔNG,,19/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1329,LẬP TRÌNH VIÊN .NET,CTY CỔ PHẦN RIKKEISOFT - CN HỒ CHÍ MINH,19/05/2021,Tới 35 triệu,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
1330,NHÂN VIÊN KINH DOANH,CÔNG TY CỔ PHẦN CNV HOLDINGS,18/07/2021,Tới 30 triệu,Toàn thời gian,8 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1331,Công Ty TNHH HCW Việt Nam,,19/05/2021,Thoả thuận,Bán thời gian,2 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
1332,BUSINESS ANALYST,Công ty cổ phần công nghệ BLAMEO Việt Nam,19/05/2021,Tới 25 triệu,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1333,UX DESIGNER,Công ty Cổ phần Workway,19/05/2021,"23-25 triệu
",Toàn thời gian,1 người,Nhân viên,2 năm,Nam,Hà Nội
1334,SEO,CÔNG TY CP CÔNG NGHỆ DNG,30/05/2021,8-15 triệu,Toàn thời gian,1 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hồ Chí Minh
1335,CONTENT MARKETING,CÔNG TY CP CÔNG NGHỆ DNG,30/05/2021,"8-15 triệu
",Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
1336,UNITY DEVELOPER,Studio Game,19/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1337,JAVA DEVELOPER,Công ty CP Le Douxi,19/05/2021,Trên 15 triệu,Toàn thời gian,1 người,Trưởng nhóm,1 năm,Không yêu cầu,Hà Nội
1338,TELESALES,Công ty Cổ Phần Thương Mại Dịch Vụ Phong Vũ,19/05/2021,Tới 12 triệu,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
1339,FRONT-END DEVELOPER,CÔNG TY TNHH SX-TM ARTSTUFF,19/05/2021,Tới 35 triệu,Toàn thời gian,1 người,Nhân viên,3 năm,Không yêu cầu,Hồ Chí Minh
1340,BACKEND DEVELOPER,CÔNG TY TNHH SX-TM ARTSTUFF,19/05/2021,Tới 35 triệu,Toàn thời gian,2 người,Nhân viên,3 năm,Không yêu cầu,Hồ Chí Minh
1341,Công ty CPDV Trực tuyến Cộng Đồng Việt (VietUnion),,19/06/2021,Trên 9 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
